pais_id,nompais_id,provincia_id,provincia,localidad,nombreVulgar,unidadSuperficie,superficie
32,Argentina,6,BUENOS AIRES,16 DE JULIO,AVENA BLANCA VARIEDAD,Hectareas,40.00
32,Argentina,6,BUENOS AIRES,16 DE JULIO,TRIGO PAN VARIEDADES,Hectareas,146.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,AGROPIRO ALARGADO ,Hectareas,6.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,ARVEJA VARIEDAD,Hectareas,13.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,AVENA ,Hectareas,280.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,AVENA BLANCA VARIEDAD,Hectareas,161.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,CEBADA CERVECERA ,Hectareas,170.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,GIRASOL HIBRIDOS SIMPLES,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,MAIZ HIBRIDOS SIMPLES,Hectareas,199.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,PASTO OVILLO ,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,RAIGRAS ANUAL ,Hectareas,130.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,SOJA ,Hectareas,2039.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,SORGO FORRAJERO HIBRIDOS,Hectareas,122.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,SORGO GRANIFERO HIBRIDOS,Hectareas,36.00
32,Argentina,6,BUENOS AIRES,17 DE AGOSTO,TRIGO PAN VARIEDADES,Hectareas,405.00
32,Argentina,6,BUENOS AIRES,20 DE JUNIO,AVENA BLANCA VARIEDAD,Hectareas,99.00
32,Argentina,6,BUENOS AIRES,20 DE JUNIO,SOJA ,Hectareas,122.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,AGROPIRO ALARGADO ,Hectareas,18.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,AVENA ,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,CEBADILLA CRIOLLA ,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,FESTUCA ALTA ,Hectareas,61.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,GIRASOL HIBRIDOS SIMPLES,Hectareas,502.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,LOTUS CORNICULATUS ,Hectareas,43.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,MAIZ HIBRIDOS SIMPLES,Hectareas,419.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,RAIGRAS HIBRIDO ,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,SOJA ,Hectareas,2038.60
32,Argentina,6,BUENOS AIRES,25 DE MAYO,SORGO GRANIFERO HIBRIDOS,Hectareas,92.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,TRIGO PAN LINEA,Hectareas,25.00
32,Argentina,6,BUENOS AIRES,25 DE MAYO,TRIGO PAN VARIEDADES,Hectareas,537.00
32,Argentina,6,BUENOS AIRES,30 DE AGOSTO,SOJA ,Hectareas,91.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,AVENA ,Hectareas,70.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,CEBADA CERVECERA ,Hectareas,132.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,FESTUCA ALTA ,Hectareas,80.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,PASTO OVILLO ,Hectareas,45.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,RAIGRAS ANUAL ,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,RAIGRAS PERENNE ,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,SOJA ,Hectareas,2182.40
32,Argentina,6,BUENOS AIRES,9 DE JULIO,TREBOL BLANCO ,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,9 DE JULIO,TRIGO PAN VARIEDADES,Hectareas,660.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,AVENA BLANCA VARIEDAD,Hectareas,52.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,FESTUCA ALTA ,Hectareas,64.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,LOTUS CORNICULATUS ,Hectareas,40.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,SOJA ,Hectareas,99.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,SORGO FORRAJERO,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,SORGO FORRAJERO HIBRIDOS,Hectareas,77.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,SORGO GRANIFERO HIBRIDOS,Hectareas,12.00
32,Argentina,6,BUENOS AIRES,ACEVEDO,TREBOL BLANCO ,Hectareas,91.00
32,Argentina,6,BUENOS AIRES,ADOLFO GONZALES CHAVES,CEBADA CERVECERA ,Hectareas,65.00
32,Argentina,6,BUENOS AIRES,ADOLFO GONZALES CHAVES,RAIGRAS ANUAL ,Hectareas,44.00
32,Argentina,6,BUENOS AIRES,ADOLFO GONZALES CHAVES,SOJA ,Hectareas,187.00
32,Argentina,6,BUENOS AIRES,ADOLFO GONZALES CHAVES,TRIGO PAN VARIEDADES,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,AGUSTIN MOSCONI,TRIGO PAN VARIEDADES,Hectareas,80.00
32,Argentina,6,BUENOS AIRES,AGUSTIN ROCA,SOJA ,Hectareas,142.00
32,Argentina,6,BUENOS AIRES,AGUSTINA,GIRASOL HIBRIDOS SIMPLES,Hectareas,25.00
32,Argentina,6,BUENOS AIRES,AGUSTINA,SORGO GRANIFERO HIBRIDOS,Hectareas,40.00
32,Argentina,6,BUENOS AIRES,AGUSTINA,TRIGO PAN VARIEDADES,Hectareas,173.00
32,Argentina,6,BUENOS AIRES,ALAGON,SOJA ,Hectareas,344.00
32,Argentina,6,BUENOS AIRES,ALBERDI,SOJA ,Hectareas,90.00
32,Argentina,6,BUENOS AIRES,ALBERTI,COLZA-CANOLA HIBRIDO,Hectareas,23.00
32,Argentina,6,BUENOS AIRES,ALBERTI,MAIZ HIBRIDOS SIMPLES,Hectareas,674.00
32,Argentina,6,BUENOS AIRES,ALBERTI,SOJA ,Hectareas,1459.90
32,Argentina,6,BUENOS AIRES,ALBERTI,SORGO GRANIFERO HIBRIDOS,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,ALBERTI,TRIGO PAN VARIEDADES,Hectareas,2878.00
32,Argentina,6,BUENOS AIRES,ALEM,MAIZ HIBRIDOS SIMPLES,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,ALEM,SOJA ,Hectareas,41.00
32,Argentina,6,BUENOS AIRES,ALEM,SORGO GRANIFERO HIBRIDOS,Hectareas,65.00
32,Argentina,6,BUENOS AIRES,ALFONSO,AVENA ,Hectareas,42.00
32,Argentina,6,BUENOS AIRES,ALFONSO,FESTUCA ALTA ,Hectareas,27.00
32,Argentina,6,BUENOS AIRES,ALSINA,SOJA ,Hectareas,291.50
32,Argentina,6,BUENOS AIRES,ALTAMIRANO,SOJA ,Hectareas,130.00
32,Argentina,6,BUENOS AIRES,ALVEAR,FESTUCA ALTA ,Hectareas,120.00
32,Argentina,6,BUENOS AIRES,ALVEAR,LOTUS CORNICULATUS ,Hectareas,120.00
32,Argentina,6,BUENOS AIRES,ALVEAR,TRIGO PAN VARIEDADES,Hectareas,110.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,AVENA BLANCA VARIEDAD,Hectareas,137.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,AVENA FORRAJERA,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,CEBADA CERVECERA ,Hectareas,40.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,MAIZ HIBRIDOS DE TRES LINEAS,Hectareas,5.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,SOJA ,Hectareas,699.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,SORGO FORRAJERO HIBRIDOS,Hectareas,865.50
32,Argentina,6,BUENOS AIRES,AMEGHINO,SORGO GRANIFERO HIBRIDOS,Hectareas,255.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,SORGO SILERO,Hectareas,18.00
32,Argentina,6,BUENOS AIRES,AMEGHINO,TRIGO PAN VARIEDADES,Hectareas,63.00
32,Argentina,6,BUENOS AIRES,AMERICA,SOJA ,Hectareas,5404.50
32,Argentina,6,BUENOS AIRES,AMERICA,SORGO FORRAJERO HIBRIDOS,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,AMERICA,TRIGO PAN VARIEDADES,Hectareas,449.00
32,Argentina,6,BUENOS AIRES,ANCON,SOJA ,Hectareas,554.00
32,Argentina,6,BUENOS AIRES,ANTONIO CARBONI,SOJA ,Hectareas,200.00
32,Argentina,6,BUENOS AIRES,ARENALES,MAIZ HIBRIDOS SIMPLES,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,ARENALES,SOJA ,Hectareas,244.00
32,Argentina,6,BUENOS AIRES,ARENAS VERDES,SOJA ,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,ARENAZA,SOJA ,Hectareas,365.00
32,Argentina,6,BUENOS AIRES,ARENAZA,TRIGO PAN VARIEDADES,Hectareas,181.50
32,Argentina,6,BUENOS AIRES,ARRECIFES,MAIZ HIBRIDOS DE TRES LINEAS,Hectareas,2.00
32,Argentina,6,BUENOS AIRES,ARRECIFES,MAIZ HIBRIDOS DOBLES,Hectareas,35.70
32,Argentina,6,BUENOS AIRES,ARRECIFES,MAIZ HIBRIDOS SIMPLES,Hectareas,1717.50
32,Argentina,6,BUENOS AIRES,ARRECIFES,SOJA ,Hectareas,1735.86
32,Argentina,6,BUENOS AIRES,ARRECIFES,SORGO FORRAJERO HIBRIDOS,Hectareas,65.00
32,Argentina,6,BUENOS AIRES,ARRECIFES,SORGO GRANIFERO HIBRIDOS,Hectareas,209.00
32,Argentina,6,BUENOS AIRES,ARRECIFES,TRIGO PAN VARIEDADES,Hectareas,240.70
32,Argentina,6,BUENOS AIRES,ARRIBE?OS,SOJA ,Hectareas,450.00
32,Argentina,6,BUENOS AIRES,ARRIBE?OS,SORGO FORRAJERO HIBRIDOS,Hectareas,66.00
32,Argentina,6,BUENOS AIRES,ARRIBE?OS,TRIGO PAN VARIEDADES,Hectareas,320.00
32,Argentina,6,BUENOS AIRES,ARROYO ARROYON DE FELICARIA,AVENA BLANCA VARIEDAD,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,FESTUCA ALTA ,Hectareas,105.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,LOTUS CORNICULATUS ,Hectareas,45.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,LOTUS TENUIS ,Hectareas,43.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,MAIZ HIBRIDOS DOBLES,Hectareas,292.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,MAIZ HIBRIDOS SIMPLES,Hectareas,879.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,SOJA ,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,SORGO GRANIFERO HIBRIDOS,Hectareas,274.00
32,Argentina,6,BUENOS AIRES,ARROYO DULCE,TRIGO PAN VARIEDADES,Hectareas,127.00
32,Argentina,6,BUENOS AIRES,ARROYO VENADO,CENTENO ,Hectareas,160.00
32,Argentina,6,BUENOS AIRES,ARROYO VENADO,TRIGO PAN VARIEDADES,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,ASAMBLEA,SOJA ,Hectareas,85.00
32,Argentina,6,BUENOS AIRES,ASCENSION,AVENA ,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,ASCENSION,CEBADA CERVECERA ,Hectareas,45.00
32,Argentina,6,BUENOS AIRES,ASCENSION,MAIZ HIBRIDOS SIMPLES,Hectareas,109.00
32,Argentina,6,BUENOS AIRES,ASCENSION,SOJA ,Hectareas,1174.00
32,Argentina,6,BUENOS AIRES,ASCENSION,TRIGO PAN VARIEDADES,Hectareas,328.00
32,Argentina,6,BUENOS AIRES,AYACUCHO,AGROPIRO ALARGADO ,Hectareas,183.00
32,Argentina,6,BUENOS AIRES,AYACUCHO,SOJA ,Hectareas,364.00
32,Argentina,6,BUENOS AIRES,AYACUCHO,TRIGO PAN VARIEDADES,Hectareas,158.00
32,Argentina,6,BUENOS AIRES,AZUL,CEBADA CERVECERA ,Hectareas,406.50
32,Argentina,6,BUENOS AIRES,AZUL,CEBADILLA CRIOLLA ,Hectareas,214.00
32,Argentina,6,BUENOS AIRES,AZUL,COLZA-CANOLA HIBRIDO,Hectareas,33.00
32,Argentina,6,BUENOS AIRES,AZUL,FESTUCA ALTA ,Hectareas,468.00
32,Argentina,6,BUENOS AIRES,AZUL,RAIGRAS ANUAL ,Hectareas,451.00
32,Argentina,6,BUENOS AIRES,AZUL,RAIGRAS PERENNE ,Hectareas,18.00
32,Argentina,6,BUENOS AIRES,AZUL,SOJA ,Hectareas,5175.30
32,Argentina,6,BUENOS AIRES,AZUL,TRIGO PAN VARIEDADES,Hectareas,1247.30
32,Argentina,6,BUENOS AIRES,BADANO,SOJA ,Hectareas,352.00
32,Argentina,6,BUENOS AIRES,BAHIA BLANCA,MAIZ VARIEDADES,Hectareas,5.00
32,Argentina,6,BUENOS AIRES,BAIGORRITA,SOJA ,Hectareas,1088.00
32,Argentina,6,BUENOS AIRES,BAIGORRITA,TRIGO PAN VARIEDADES,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,BALCARCE,AGROPIRO ALARGADO ,Hectareas,54.30
32,Argentina,6,BUENOS AIRES,BALCARCE,ARVEJA VARIEDAD,Hectareas,188.00
32,Argentina,6,BUENOS AIRES,BALCARCE,AVENA BLANCA VARIEDAD,Hectareas,110.00
32,Argentina,6,BUENOS AIRES,BALCARCE,CEBADA CERVECERA ,Hectareas,225.00
32,Argentina,6,BUENOS AIRES,BALCARCE,CEBADILLA ,Hectareas,35.00
32,Argentina,6,BUENOS AIRES,BALCARCE,CEBADILLA CRIOLLA ,Hectareas,64.00
32,Argentina,6,BUENOS AIRES,BALCARCE,FESTUCA ALTA ,Hectareas,729.50
32,Argentina,6,BUENOS AIRES,BALCARCE,GIRASOL HIBRIDOS SIMPLES,Hectareas,15.00
32,Argentina,6,BUENOS AIRES,BALCARCE,LOTUS CORNICULATUS ,Hectareas,80.00
32,Argentina,6,BUENOS AIRES,BALCARCE,LOTUS TENUIS ,Hectareas,134.00
32,Argentina,6,BUENOS AIRES,BALCARCE,MAIZ HIBRIDOS DOBLES,Hectareas,487.80
32,Argentina,6,BUENOS AIRES,BALCARCE,MAIZ HIBRIDOS SIMPLES,Hectareas,1693.40
32,Argentina,6,BUENOS AIRES,BALCARCE,PAPA VARIEDAD,Metros Cuadrados,0.21
32,Argentina,6,BUENOS AIRES,BALCARCE,PASTO OVILLO ,Hectareas,225.50
32,Argentina,6,BUENOS AIRES,BALCARCE,PHALARIS AQUATICA L. ,Hectareas,61.00
32,Argentina,6,BUENOS AIRES,BALCARCE,PHALARIS BULBOSA ,Hectareas,71.00
32,Argentina,6,BUENOS AIRES,BALCARCE,RAIGRAS ANUAL ,Hectareas,511.00
32,Argentina,6,BUENOS AIRES,BALCARCE,RAIGRAS ANUAL CESPED,Hectareas,62.00
32,Argentina,6,BUENOS AIRES,BALCARCE,RAIGRAS PERENNE ,Hectareas,460.00
32,Argentina,6,BUENOS AIRES,BALCARCE,SOJA ,Hectareas,1963.90
32,Argentina,6,BUENOS AIRES,BALCARCE,TREBOL BLANCO ,Hectareas,515.00
32,Argentina,6,BUENOS AIRES,BALCARCE,TREBOL ROJO ,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,BALCARCE,TRIGO FIDEOS O CANDEAL VARIEDAD,Hectareas,140.00
32,Argentina,6,BUENOS AIRES,BALCARCE,TRIGO PAN VARIEDADES,Hectareas,570.50
32,Argentina,6,BUENOS AIRES,BANDERALO,TRIGO PAN VARIEDADES,Hectareas,53.00
32,Argentina,6,BUENOS AIRES,BARADERO,CEBADILLA CRIOLLA ,Hectareas,18.00
32,Argentina,6,BUENOS AIRES,BARADERO,COLZA-CANOLA,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,BARADERO,MAIZ HIBRIDOS SIMPLES,Hectareas,712.00
32,Argentina,6,BUENOS AIRES,BARADERO,RAIGRAS ANUAL ,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,BARADERO,SOJA ,Hectareas,397.00
32,Argentina,6,BUENOS AIRES,BARADERO,TRIGO PAN VARIEDADES,Hectareas,18.00
32,Argentina,6,BUENOS AIRES,BARKER,SOJA ,Hectareas,209.00
32,Argentina,6,BUENOS AIRES,BARKER,TRIGO PAN VARIEDADES,Hectareas,142.00
32,Argentina,6,BUENOS AIRES,BARROW,TRIGO FIDEOS O CANDEAL VARIEDAD,Hectareas,116.00
32,Argentina,6,BUENOS AIRES,BAUDRIX,FESTUCA ALTA ,Hectareas,28.00
32,Argentina,6,BUENOS AIRES,BAYAUCA,CEBADA FORRAJERA ,Hectareas,80.00
32,Argentina,6,BUENOS AIRES,BAYAUCA,MOHA ,Hectareas,55.00
32,Argentina,6,BUENOS AIRES,BELLA VISTA,ALFALFA ,Hectareas,4.50
32,Argentina,6,BUENOS AIRES,BENITEZ,TRIGO PAN VARIEDADES,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,BENITO JUAREZ,AVENA ,Hectareas,85.00
32,Argentina,6,BUENOS AIRES,BENITO JUAREZ,AVENA BLANCA VARIEDAD,Hectareas,35.00
32,Argentina,6,BUENOS AIRES,BENITO JUAREZ,CEBADA CERVECERA ,Hectareas,197.00
32,Argentina,6,BUENOS AIRES,BENITO JUAREZ,SOJA ,Hectareas,472.30
32,Argentina,6,BUENOS AIRES,BENITO JUAREZ,TRIGO PAN VARIEDADES,Hectareas,310.50
32,Argentina,6,BUENOS AIRES,BERDIER,MAIZ HIBRIDOS SIMPLES,Hectareas,442.00
32,Argentina,6,BUENOS AIRES,BERDIER,SOJA ,Hectareas,47.00
32,Argentina,6,BUENOS AIRES,BERDIER,TRIGO PAN VARIEDADES,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,BERMUDEZ,SORGO FORRAJERO HIBRIDOS,Hectareas,29.00
32,Argentina,6,BUENOS AIRES,BERUTTI,SOJA ,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,BERUTTI,TRIGO PAN LINEA,Hectareas,25.00
32,Argentina,6,BUENOS AIRES,BERUTTI,TRIGO PAN VARIEDADES,Hectareas,150.00
32,Argentina,6,BUENOS AIRES,BLANDENGUES,SORGO GRANIFERO HIBRIDOS,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,BLAQUIER,SOJA ,Hectareas,189.00
32,Argentina,6,BUENOS AIRES,BLAQUIER,SORGO FORRAJERO HIBRIDOS,Hectareas,115.50
32,Argentina,6,BUENOS AIRES,BOLIVAR,AGROPIRO ALARGADO ,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,BOLIVAR,FESTUCA ALTA ,Hectareas,90.00
32,Argentina,6,BUENOS AIRES,BOLIVAR,SOJA ,Hectareas,1680.00
32,Argentina,6,BUENOS AIRES,BOLIVAR,TRIGO PAN VARIEDADES,Hectareas,428.00
32,Argentina,6,BUENOS AIRES,BONIFACIO,CENTENO ,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,BONIFACIO,SOJA ,Hectareas,45.00
32,Argentina,6,BUENOS AIRES,BORDENAVE,CEBADA FORRAJERA ,Hectareas,10.00
32,Argentina,6,BUENOS AIRES,BORDENAVE,CENTENO ,Hectareas,43.00
32,Argentina,6,BUENOS AIRES,BORDENAVE,TRITICALE ,Hectareas,6.00
32,Argentina,6,BUENOS AIRES,BOSCH,SOJA ,Hectareas,112.00
32,Argentina,6,BUENOS AIRES,BOULOGNE,FESTUCA ALTA ,Hectareas,8.00
32,Argentina,6,BUENOS AIRES,BRAGADO,CEBADA CERVECERA ,Hectareas,536.50
32,Argentina,6,BUENOS AIRES,BRAGADO,MAIZ HIBRIDOS DOBLES,Hectareas,40.00
32,Argentina,6,BUENOS AIRES,BRAGADO,MAIZ HIBRIDOS SIMPLES,Hectareas,84.00
32,Argentina,6,BUENOS AIRES,BRAGADO,SOJA ,Hectareas,517.50
32,Argentina,6,BUENOS AIRES,BRAGADO,TRIGO PAN VARIEDADES,Hectareas,327.00
32,Argentina,6,BUENOS AIRES,BURATOVICH,GIRASOL CONFITURA HIBRIDO,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,CA?ADA LA RICA,AVENA BLANCA VARIEDAD,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,CA?ADA SECA,SOJA ,Hectareas,866.00
32,Argentina,6,BUENOS AIRES,CABILDO,TRIGO PAN VARIEDADES,Hectareas,85.00
32,Argentina,6,BUENOS AIRES,CAMBACERES,SOJA ,Hectareas,74.00
32,Argentina,6,BUENOS AIRES,CAMPANA,AVENA BLANCA VARIEDAD,Hectareas,70.00
32,Argentina,6,BUENOS AIRES,CAÃ‘ADA SECA,SOJA ,Hectareas,152.00
32,Argentina,6,BUENOS AIRES,CAÃ‘ADA SECA,TRIGO PAN VARIEDADES,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,CAPILLA DEL SE?OR,AVENA BLANCA VARIEDAD,Hectareas,60.00
32,Argentina,6,BUENOS AIRES,CAPILLA DEL SE?OR,SOJA ,Hectareas,395.20
32,Argentina,6,BUENOS AIRES,CAPILLA DEL SE?OR,TRIGO PAN VARIEDADES,Hectareas,103.00
32,Argentina,6,BUENOS AIRES,CAPITAN CASTRO,SOJA ,Hectareas,507.50
32,Argentina,6,BUENOS AIRES,CAPITAN CASTRO,TRIGO PAN VARIEDADES,Hectareas,74.50
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,AGROPIRO ALARGADO ,Hectareas,50.00
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,AVENA ,Hectareas,56.00
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,FESTUCA ALTA ,Hectareas,43.00
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,GIRASOL HIBRIDOS SIMPLES,Hectareas,17.00
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,MAIZ HIBRIDOS SIMPLES,Hectareas,92.10
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,SOJA ,Hectareas,1857.37
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,SORGO FORRAJERO HIBRIDOS,Hectareas,62.00
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,SORGO GRANIFERO HIBRIDOS,Hectareas,8.00
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,TRIGO FIDEOS O CANDEAL VARIEDAD,Hectareas,95.00
32,Argentina,6,BUENOS AIRES,CAPITAN SARMIENTO,TRIGO PAN VARIEDADES,Hectareas,615.00
32,Argentina,6,BUENOS AIRES,CARABELAS,CEBADA CERVECERA ,Hectareas,30.00
32,Argentina,6,BUENOS AIRES,CARABELAS,CEBADILLA CRIOLLA ,Hectareas,123.00
32,Argentina,6,BUENOS AIRES,CARABELAS,COLZA-CANOLA HIBRIDO,Hectareas,74.00
32,Argentina,6,BUENOS AIRES,CARABELAS,FESTUCA ALTA ,Hectareas,238.00
32,Argentina,6,BUENOS AIRES,CARABELAS,LOTUS CORNICULATUS ,Hectareas,90.00
32,Argentina,6,BUENOS AIRES,CARABELAS,MAIZ HIBRIDOS SIMPLES,Hectareas,94.00
32,Argentina,6,BUENOS AIRES,CARABELAS,RAIGRAS ANUAL ,Hectareas,164.00
32,Argentina,6,BUENOS AIRES,CARABELAS,SOJA ,Hectareas,329.00
32,Argentina,6,BUENOS AIRES,CARABELAS,SORGO FORRAJERO HIBRIDOS,Hectareas,40.00
32,Argentina,6,BUENOS AIRES,CARABELAS,TREBOL BLANCO ,Hectareas,17.00
32,Argentina,6,BUENOS AIRES,CARABELAS,TRIGO PAN VARIEDADES,Hectareas,148.50
32,Argentina,6,BUENOS AIRES,CARABELAS,TRITICALE ,Hectareas,24.00
32,Argentina,6,BUENOS AIRES,CARHUE,CEBADA CERVECERA ,Hectareas,70.00
32,Argentina,6,BUENOS AIRES,CARHUE,FESTUCA ALTA ,Hectareas,40.00
32,Argentina,6,BUENOS AIRES,CARHUE,TRIGO PAN VARIEDADES,Hectareas,205.00
32,Argentina,6,BUENOS AIRES,CARLOS BEGUERIE,SOJA ,Hectareas,108.00
32,Argentina,6,BUENOS AIRES,CARLOS CASARES,AVENA BLANCA VARIEDAD,Hectareas,10.00
32,Argentina,6,BUENOS AIRES,CARLOS CASARES,CEBADA CERVECERA ,Hectareas,15.00
32,Argentina,6,BUENOS AIRES,CARLOS CASARES,SOJA ,Hectareas,2378.00
32,Argentina,6,BUENOS AIRES,CARLOS CASARES,TRIGO PAN VARIEDADES,Hectareas,613.50
32,Argentina,6,BUENOS AIRES,CARLOS KEEN,SOJA ,Hectareas,82.00
32,Argentina,6,BUENOS AIRES,CARLOS MARIA NAON,TRIGO PAN VARIEDADES,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,CARLOS SALAS,SOJA ,Hectareas,26.00
32,Argentina,6,BUENOS AIRES,CARLOS TEJEDOR,SOJA ,Hectareas,671.00
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,LOTUS CORNICULATUS ,Hectareas,14.00
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,MAIZ HIBRIDOS SIMPLES,Hectareas,919.31
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,RAIGRAS ANUAL ,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,SOJA ,Hectareas,2683.00
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,SORGO FORRAJERO,Hectareas,132.00
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,SORGO FORRAJERO HIBRIDOS,Hectareas,106.00
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,SORGO GRANIFERO HIBRIDOS,Hectareas,13.00
32,Argentina,6,BUENOS AIRES,CARMEN DE ARECO,TRIGO PAN VARIEDADES,Hectareas,163.00
32,Argentina,6,BUENOS AIRES,CARMEN DE PATAGONES,GIRASOL HIBRIDOS SIMPLES,Hectareas,205.00
32,Argentina,6,BUENOS AIRES,CASBAS,AVENA ,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,CASBAS,AVENA FORRAJERA,Hectareas,144.00
32,Argentina,6,BUENOS AIRES,CASBAS,CEBADA CERVECERA ,Hectareas,10.00
32,Argentina,6,BUENOS AIRES,CASBAS,GIRASOL HIBRIDOS SIMPLES,Hectareas,190.00
32,Argentina,6,BUENOS AIRES,CASBAS,MAIZ HIBRIDOS SIMPLES,Hectareas,20.00
32,Argentina,6,BUENOS AIRES,CASBAS,SOJA ,Hectareas,328.00
32,Argentina,6,BUENOS AIRES,CASBAS,SORGO GRANIFERO HIBRIDOS,Hectareas,145.00
32,Argentina,6,BUENOS AIRES,CASBAS,TRIGO PAN VARIEDADES,Hectareas,126.00
32,Argentina,6,BUENOS AIRES,CASCALLARES,CEBADA CERVECERA ,Hectareas,100.00
32,Argentina,6,BUENOS AIRES,CASEY,GIRASOL HIBRIDOS SIMPLES,Hectareas,158.00
32,Argentina,6,BUENOS AIRES,CASTILLA,FESTUCA ALTA ,Hectareas,65.00
